routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
OBK0014MD.C1,OBK0014MD.C1,50351095,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0014MD,OBK0014MD,IFO C.D. PEACOCK,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29086,Default format type,MALLS-D,"",10.0,2022-03-23
OBK0030MD.C1,OBK0030MD.C1,50351098,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0030MD,OBK0030MD,IFO POTTERY BARN KIDS,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29096,Default format type,MALLS-D,"",10.0,2022-03-23
OBK0036MD.C1,OBK0036MD.C1,50351099,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0036MD,OBK0036MD,IFO NORDSTROM,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29111,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0307DA.C1,BEV0307DA.C1,50351086,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0307DA,BEV0307DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29644,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0307DA.C2,BEV0307DA.C2,50351087,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0307DA,BEV0307DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29646,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0015DA.C1,SHO0015DA.C1,50351107,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0015DA_LINK,SHO0015,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0015DA,SHO0015DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29869,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0015DA.C2,SHO0015DA.C2,50351109,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0015DA_LINK,SHO0015,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0015DA,SHO0015DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,0,1,Malls,Undefined,29870,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0011DA.C1,SHO0011DA.C1,50351105,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0011DA_LINK,SHO0011,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0011DA,SHO0011DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29873,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0011DA.C2,SHO0011DA.C2,50351106,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0011DA_LINK,SHO0011,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0011DA,SHO0011DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,0,1,Malls,Undefined,29874,Default format type,MALLS-D,"",10.0,2022-03-23
OBK0026MD.C1,OBK0026MD.C1,50351097,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0026MD,OBK0026MD,IFO VICTORIA SECRET,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,30232,Default format type,MALLS-D,"",10.0,2022-03-23
OBK0040MD.C1,OBK0040MD.C1,50351100,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0040MD,OBK0040MD,IFO CLAIRE'S,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,30233,Default format type,MALLS-D,"",10.0,2022-03-23
BOS6312DR.C1,BOS6312DR.C1,50296287,42.36335183,-71.01675102,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,BOS6312DR_LINK,BOS6312,"","",BOS-1427-BOS_TBATKT,BOS-1427-BOS_TBATKT,BOS-Terminal B.,2019-05-26,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1427,S.BOS6312DR,BOS6312DR,TERM B PIER A BY GATE B36,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,30249,Default format type,AIR-DR,"",10.0,2022-03-23
BOS6314DR.C1,BOS6314DR.C1,50296289,42.3633909,-71.016556,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,BOS6314DR_LINK,BOS6314,"","",BOS-1427-BOS_TBATKT,BOS-1427-BOS_TBATKT,BOS-Terminal B.,2019-05-26,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1427,S.BOS6314DR,BOS6314DR,TERM B PIER A BY GATE B35,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,30253,Default format type,AIR-DR,"",10.0,2022-03-23
IAH5806DG.C2,IAH5806DG.C2,50296716,29.98578298,-95.33767076,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,IAH5806DG_LINK,IAH5806,"","",IAH-912-IAH_TCSR,IAH-912-IAH_TCSR,IAH-Terminal C,2015-01-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,912,S.IAH5806DG,IAH5806DG,CONCOURSE,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30283,Default format type,PORTPDN,"",10.0,2022-03-23
IAH5806DG.C1,IAH5806DG.C1,50296715,29.98578298,-95.33767076,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,IAH5806DG_LINK,IAH5806,"","",IAH-912-IAH_TCSR,IAH-912-IAH_TCSR,IAH-Terminal C,2015-01-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,912,S.IAH5806DG,IAH5806DG,CONCOURSE,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30284,Default format type,PORTPDN,"",10.0,2022-03-23
IAH5920DR.C1,IAH5920DR.C1,50296731,29.98570111,-95.33685336,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,IAH5920DR_LINK,IAH5920,"","",IAH-912-IAH_TCST,IAH-912-IAH_TCST,IAH-Terminal C,2014-08-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,912,S.IAH5920DR,IAH5920DR,GATE C44 & C45,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,30300,Default format type,AIR-DR,"",10.0,2022-03-23
DFW1929DA.C1,DFW1929DA.C1,50296441,32.90284726,-97.03655366,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW1929DA,DFW1929DA,"","",DFW-1482-DFW_TA_SEC,DFW-1482-DFW_TA_SEC,DFW -Terminal A,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1482,S.DFW1929DA,DFW1929DA,GATE A29,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30646,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW1929DA.C2,DFW1929DA.C2,50296442,32.90284726,-97.03655366,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW1929DA,DFW1929DA,"","",DFW-1482-DFW_TA_SEC,DFW-1482-DFW_TA_SEC,DFW -Terminal A,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1482,S.DFW1929DA,DFW1929DA,GATE A29,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30647,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4921DA.C2,DFW4921DA.C2,50296570,32.89694827,-97.04502639,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4921DA,DFW4921DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4921DA,DFW4921DA,GATES D21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30662,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4922DA.C2,DFW4922DA.C2,50296572,32.89718176,-97.04502359,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4922DA,DFW4922DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4922DA,DFW4922DA,GATES D22,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30663,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4921DA.C1,DFW4921DA.C1,50296569,32.89694827,-97.04502639,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4921DA,DFW4921DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4921DA,DFW4921DA,GATES D21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30665,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4922DA.C1,DFW4922DA.C1,50296571,32.89718176,-97.04502359,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4922DA,DFW4922DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4922DA,DFW4922DA,GATES D22,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30666,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW3331DW.T1,DFW3331DW.T1,"",32.89550006,-97.03709997,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",DFW-1484-DFW_TC_BC,DFW-1484-DFW_TC_BC,DFW -Terminal C,2016-05-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1484,S.DFW3331DW,DFW3331DW,ACROSS FROM CLAIM C31,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,30701,Default format type,AIR-DW,"",10.0,2022-03-23
DFW1301DW.T1,DFW1301DW.T1,"",32.90621876,-97.03647668,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",DFW-1482-DFW_TA_BC,DFW-1482-DFW_TA_BC,DFW -Terminal A,2016-05-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1482,S.DFW1301DW,DFW1301DW,NEAR CLAIM A15,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,30703,Default format type,AIR-DW,"",10.0,2022-03-23
DFW1302DW.T1,DFW1302DW.T1,"",32.90314266,-97.03648659,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",DFW-1482-DFW_TA_BC,DFW-1482-DFW_TA_BC,DFW -Terminal A,2016-05-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1482,S.DFW1302DW,DFW1302DW,NEAR CLAIM A28,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,30711,Default format type,AIR-DW,"",10.0,2022-03-23
IAH5915DR.C1,IAH5915DR.C1,50296727,29.98501548,-95.33853339,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,IAH5915DR_LINK,IAH5915,"","",IAH-912-IAH_TCST,IAH-912-IAH_TCST,IAH-Terminal C,2014-08-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,912,S.IAH5915DR,IAH5915DR,GATE C34 & C35,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,30741,Default format type,AIR-DR,"",10.0,2022-03-23
IAH6311DA.C1,IAH6311DA.C1,50296741,29.986567,-95.350089,formattype0,Digital 1920x1080 landscape  - IVK,IVK,1,Digital,default,"Digital, other",Airports,"","","","",IAH-910-IAH_TABG,IAH-910-IAH_TABG,IAH-Terminal A,2014-10-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH6311DA,IAH6311DA,BAGGAGE CLAIM,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,1,1,Airport Digital,Undefined,30744,Default format type,IVK,"",10.0,2022-03-23
DFW2914DA.C1,DFW2914DA.C1,50296468,32.90334362,-97.04466509,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW2914DA,DFW2914DA,"","",DFW-1483-DFW_TB_SEC,DFW-1483-DFW_TB_SEC,DFW -Terminal B,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1483,S.DFW2914DA,DFW2914DA,GATES B14,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30801,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW2914DA.C2,DFW2914DA.C2,50296469,32.90334362,-97.04466509,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW2914DA,DFW2914DA,"","",DFW-1483-DFW_TB_SEC,DFW-1483-DFW_TB_SEC,DFW -Terminal B,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1483,S.DFW2914DA,DFW2914DA,GATES B14,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30802,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW3921DA.C1,DFW3921DA.C1,50296526,32.89723876,-97.03556105,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW3921DA,DFW3921DA,"","",DFW-1484-DFW_TC_SEC,DFW-1484-DFW_TC_SEC,DFW -Terminal C,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1484,S.DFW3921DA,DFW3921DA,GATES C21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30805,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW3921DA.C2,DFW3921DA.C2,50296527,32.89723876,-97.03556105,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW3921DA,DFW3921DA,"","",DFW-1484-DFW_TC_SEC,DFW-1484-DFW_TC_SEC,DFW -Terminal C,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1484,S.DFW3921DA,DFW3921DA,GATES C21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30806,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4910DA.C2,DFW4910DA.C2,50296556,32.89570631,-97.04332235,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4910DA,DFW4910DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4910DA,DFW4910DA,GATES D10,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30809,Default format type,LANDSCPDN,"",10.0,2022-03-23
DFW4910DA.C1,DFW4910DA.C1,50296555,32.89570631,-97.04332235,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,DFW4910DA,DFW4910DA,"","",DFW-1485-DFW_TD_SEC,DFW-1485-DFW_TD_SEC,DFW -Terminal D,2017-02-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1485,S.DFW4910DA,DFW4910DA,GATES D10,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30810,Default format type,LANDSCPDN,"",10.0,2022-03-23
IAH1800DA.C2,IAH1800DA.C2,50296675,29.98780661,-95.34993673,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,IAH1800DA_LINK,IAH1800,"","",IAH-910-IAH_TANC,IAH-910-IAH_TANC,IAH-Terminal A,2014-10-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH1800DA,IAH1800DA,CONCOURSE,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30838,Default format type,PORTPDN,"",10.0,2022-03-23
IAH1800DA.C1,IAH1800DA.C1,50296674,29.98780661,-95.34993673,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,IAH1800DA_LINK,IAH1800,"","",IAH-910-IAH_TANC,IAH-910-IAH_TANC,IAH-Terminal A,2014-10-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH1800DA,IAH1800DA,CONCOURSE,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30840,Default format type,PORTPDN,"",10.0,2022-03-23
BOS6435DA.C1,BOS6435DA.C1,50296315,42.36182559,-71.01737387,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,BOS6435DA_LINK,BOS6435,"","",BOS-1427-BOS_TBATKT,BOS-1427-BOS_TBATKT,BOS-Terminal B.,2014-04-15,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1427,S.BOS6435DA,BOS6435DA,CHECK POINT,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30847,Default format type,PORTPDN,"",10.0,2022-03-23
BOS6435DA.C2,BOS6435DA.C2,50296316,42.36182559,-71.01737387,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,BOS6435DA_LINK,BOS6435,"","",BOS-1427-BOS_TBATKT,BOS-1427-BOS_TBATKT,BOS-Terminal B.,2014-04-15,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1427,S.BOS6435DA,BOS6435DA,CHECK POINT,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30850,Default format type,PORTPDN,"",10.0,2022-03-23
BOS6465DA.C1,BOS6465DA.C1,50296327,42.36174002,-71.02109903,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,BOS6465DA_LINK,BOS6465,"","",BOS-1427-BOS_TBBTKT,BOS-1427-BOS_TBBTKT,BOS-Terminal B.,2018-12-15,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1427,S.BOS6465DA,BOS6465DA,"TERM B, PIER B, NEAR GATE B10","","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30874,Default format type,PORTPDN,"",10.0,2022-03-23
BOS5172DW.T1,BOS5172DW.T1,"",42.36483324,-71.02153522,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",BOS-1426-BOS_TA_BAG,BOS-1426-BOS_TA_BAG,BOS-Terminal A.,2015-02-15,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1426,S.BOS5172DW,BOS5172DW,BAG CLM BY INFO BOOTH,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,30880,Default format type,AIR-DW,"",10.0,2022-03-23
IAH6801DG.C1,IAH6801DG.C1,50296742,29.98654,-95.349812,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,"","","","",IAH-910-IAH_TABG,IAH-910-IAH_TABG,IAH-Terminal A,2014-10-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH6801DG,IAH6801DG,ON CAROUSEL # 1,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30885,Default format type,PORTPDN,"",10.0,2022-03-23
IAH6802DG.C1,IAH6802DG.C1,50296743,29.986593,-95.349672,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,"","","","",IAH-910-IAH_TABG,IAH-910-IAH_TABG,IAH-Terminal A,2014-10-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH6802DG,IAH6802DG,ON CAROUSEL # 2,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30886,Default format type,PORTPDN,"",10.0,2022-03-23
IAH6801DG.C2,IAH6801DG.C2,"",29.98654,-95.349812,formattype0,"Airport, digital",Digital Diorama,1,Digital,default,PDN,Airports,"","","","",IAH-910-IAH_TABG,IAH-910-IAH_TABG,IAH-Terminal A,2014-10-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH6801DG,IAH6801DG,ON CAROUSEL # 1,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30887,Default format type,AIR-DG,"",10.0,2022-03-23
BOS7172DW.T1,BOS7172DW.T1,"",42.36681501,-71.01670412,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",BOS-1428-BOS_TC_BAG,BOS-1428-BOS_TC_BAG,BOS-Terminal C.,2014-11-25,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1428,S.BOS7172DW,BOS7172DW,CAPTURES JET BLUE ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,30892,Default format type,AIR-DW,"",10.0,2022-03-23
IAH2914DR.C1,IAH2914DR.C1,50296692,29.98502225,-95.34938527,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,IAH2914DR_LINK,IAH2914,"","",IAH-910-IAH_TASC,IAH-910-IAH_TASC,IAH-Terminal A,2014-08-15,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,910,S.IAH2914DR,IAH2914DR,GATE A17 & A18,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,30893,Default format type,AIR-DR,"",10.0,2022-03-23
IAH7807DG.C1,IAH7807DG.C1,50296752,29.98651775,-95.34495513,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,"","","","",IAH-911-IAH_TBBG,IAH-911-IAH_TBBG,IAH-Terminal B,2014-10-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,911,S.IAH7807DG,IAH7807DG,ON WALL OVER CAROUSEL # 3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30896,Default format type,PORTPDN,"",10.0,2022-03-23
BOS7605DG.C2,BOS7605DG.C2,50296335,42.36787013,-71.01500558,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,BOS7605DG_LINK,BOS7605,"","",BOS-1428-BOS_TC_821,BOS-1428-BOS_TC_821,BOS-Terminal C.,2014-11-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1428,S.BOS7605DG,BOS7605DG,TO GATES C16-C-21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,30919,Default format type,PORTPDN,"",10.0,2022-03-23
BOS7605DG.C1,BOS7605DG.C1,50296334,42.36787013,-71.01500558,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,BOS7605DG_LINK,BOS7605,"","",BOS-1428-BOS_TC_821,BOS-1428-BOS_TC_821,BOS-Terminal C.,2014-11-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1428,S.BOS7605DG,BOS7605DG,TO GATES C16-C-21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,30921,Default format type,PORTPDN,"",10.0,2022-03-23
