routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
MCO4213DG.C1,MCO4213DG.C1,50297025,28.43066814,-81.30767822,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4213DG,MCO4213DG,SIDE B BELT 28,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27629,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4202DG.C1,MCO4202DG.C1,50297014,28.43064515,-81.30972874,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4202DG,MCO4202DG,SIDE B BELT 20,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27630,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4204DG.C1,MCO4204DG.C1,50297016,28.43064737,-81.30950999,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4204DG,MCO4204DG,SIDE B BELT 21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27652,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4206DG.C1,MCO4206DG.C1,50297018,28.43064915,-81.30923773,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4206DG,MCO4206DG,SIDE B BELT 22,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27665,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4208DG.C1,MCO4208DG.C1,50297020,28.43065289,-81.30900174,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4208DG,MCO4208DG,SIDE B BELT 23,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27666,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4210DG.C1,MCO4210DG.C1,50297022,28.43065653,-81.30839364,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4210DG,MCO4210DG,SIDE B BELT 24 & 25,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27670,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4212DG.C1,MCO4212DG.C1,50297024,28.43066001,-81.30809028,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4212DG,MCO4212DG,SIDE B BELT 27,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27688,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4620DG.C1,MCO4620DG.C1,50297059,28.43170228,-81.3068075,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4601DG_LINK,MCO4601,"","",MCO-973-MCOLS2BAGA,MCO-973-MCOLS2BAGA,MCO-Baggage Claim,2016-08-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4620DG,MCO4620DG,SIDE A BELTS 12 & 13,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27710,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO3210DA.C2,MCO3210DA.C2,50297000,28.42759095,-81.31410945,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO3210DA_LINK,MCO3210,"","",MCO-971-MCOA3L2,MCO-971-MCOA3L2,MCO-Airside 3,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,971,S.MCO3210DA,MCO3210DA,CENTER OF AS3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27821,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO2210DA.C3,MCO2210DA.C3,50296990,28.43535177,-81.30148217,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO2210DA_LINK,MCO2210,"","",MCO-1213-MCOA2L2,MCO-1213-MCOA2L2,MCO-Airside 2,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1213,S.MCO2210DA,MCO2210DA,CENTER OF AS2,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27822,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO3210DA.C3,MCO3210DA.C3,50297001,28.42759095,-81.31410945,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO3210DA,MCO3210DA,"","",MCO-971-MCOA3L2,MCO-971-MCOA3L2,MCO-Airside 3,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,971,S.MCO3210DA,MCO3210DA,CENTER OF AS3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27825,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO2210DA.C2,MCO2210DA.C2,50296989,28.43535177,-81.30148217,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO2210DA_LINK,MCO2210,"","",MCO-1213-MCOA2L2,MCO-1213-MCOA2L2,MCO-Airside 2,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1213,S.MCO2210DA,MCO2210DA,CENTER OF AS2,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27826,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO4200DA.C3,MCO4200DA.C3,50297012,28.4271675,-81.30135193,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO4200DA_LINK,MCO4200,"","",MCO-972-MCOA4L2,MCO-972-MCOA4L2,MCO-Airside 4,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,972,S.MCO4200DA,MCO4200DA,CENTER OF AS4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27830,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO2210DA.C1,MCO2210DA.C1,50296988,28.43535177,-81.30148217,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO2210DA_LINK,MCO2210,"","",MCO-1213-MCOA2L2,MCO-1213-MCOA2L2,MCO-Airside 2,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1213,S.MCO2210DA,MCO2210DA,CENTER OF AS2,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,27835,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO4200DA.C1,MCO4200DA.C1,50297010,28.4271675,-81.30135193,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO4200DA_LINK,MCO4200,"","",MCO-972-MCOA4L2,MCO-972-MCOA4L2,MCO-Airside 4,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,972,S.MCO4200DA,MCO4200DA,CENTER OF AS4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,27837,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO3210DA.C1,MCO3210DA.C1,50296999,28.42759095,-81.31410945,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO3210DA_LINK,MCO3210,"","",MCO-971-MCOA3L2,MCO-971-MCOA3L2,MCO-Airside 3,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,971,S.MCO3210DA,MCO3210DA,CENTER OF AS3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,27838,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO4200DA.C2,MCO4200DA.C2,50297011,28.4271675,-81.30135193,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO4200DA_LINK,MCO4200,"","",MCO-972-MCOA4L2,MCO-972-MCOA4L2,MCO-Airside 4,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,972,S.MCO4200DA,MCO4200DA,CENTER OF AS4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27839,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO1210DA.C2,MCO1210DA.C2,50296978,28.43461118,-81.31413492,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO1210DA_LINK,MCO1210,"","",MCO-970-MCOA1L2,MCO-970-MCOA1L2,MCO-Airside 1,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,970,S.MCO1210DA,MCO1210DA,CENTER OF AS1,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27844,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO1210DA.C3,MCO1210DA.C3,50296979,28.43461118,-81.31413492,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO1210DA_LINK,MCO1210,"","",MCO-970-MCOA1L2,MCO-970-MCOA1L2,MCO-Airside 1,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,970,S.MCO1210DA,MCO1210DA,CENTER OF AS1,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27852,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO1210DA.C1,MCO1210DA.C1,50296977,28.43461118,-81.31413492,formattype0,Digital 1920x1080 landscape - 3 side,Digital 1920x1080 landscape - 3 side,1,Digital,default,PDN,Airports,MCO1210DA_LINK,MCO1210,"","",MCO-970-MCOA1L2,MCO-970-MCOA1L2,MCO-Airside 1,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,970,S.MCO1210DA,MCO1210DA,CENTER OF AS1,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,27859,Default format type,3SIDEPORT,"",10.0,2022-03-23
MCO5322DW.T1,MCO5322DW.T1,"",28.43138303,-81.3071823,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",MCO-1207-MCOTKTE,MCO-1207-MCOTKTE,MCO-Main Terminal,2016-03-31,2099-12-31,2021-02-09,"",Undefined,"",NONE,Undefined,1207,S.MCO5322DW,MCO5322DW,SIDE A,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,0,Airport Digital,Undefined,27862,Default format type,AIR-DW,"",10.0,2022-03-23
MCO5324DW.T1,MCO5324DW.T1,"",28.43093742,-81.30719367,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",MCO-1207-MCOTKTE,MCO-1207-MCOTKTE,MCO-Main Terminal,2016-03-31,2099-12-31,2021-02-09,"",Undefined,"",NONE,Undefined,1207,S.MCO5324DW,MCO5324DW,SIDE B,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,0,Airport Digital,Undefined,27864,Default format type,AIR-DW,"",10.0,2022-03-23
MCO5326DW.T1,MCO5326DW.T1,"",28.43094139,-81.30863388,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",MCO-1207-MCOTKTW,MCO-1207-MCOTKTW,MCO-Main Terminal,2016-03-31,2099-12-31,2021-02-09,"",Undefined,"",NONE,Undefined,1207,S.MCO5326DW,MCO5326DW,SIDE B,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,0,Airport Digital,Undefined,27867,Default format type,AIR-DW,"",10.0,2022-03-23
MCO4203DG.C1,MCO4203DG.C1,50297015,28.43064663,-81.30961681,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4203DG,MCO4203DG,SIDE B BELT 21,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27872,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO4205DG.C1,MCO4205DG.C1,50297017,28.43064804,-81.30941059,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,MCO4201DG_LINK,MCO4201,"","",MCO-973-MCOLS2BAGB,MCO-973-MCOLS2BAGB,MCO-Baggage Claim,2015-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,973,S.MCO4205DG,MCO4205DG,SIDE B BELT 21 & 22,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,27878,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MCO6155DW.T1,MCO6155DW.T1,"",28.43036263,-81.30891979,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",MCO-1407-MCO_TB_T1,MCO-1407-MCO_TB_T1,MCO-Tunnel Level,2017-05-06,2099-12-31,2021-02-09,"",Undefined,"",NONE,Undefined,1407,S.MCO6155DW,MCO6155DW,SIDE B SE TUNNEL,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,0,Airport Digital,Undefined,27881,Default format type,AIR-DW,"",10.0,2022-03-23
MCO3230DR.C1,MCO3230DR.C1,50297002,28.42835053,-81.31533541,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,MCO3230DR_LINK,MCO3230,"","",MCO-971-MCOA3L2,MCO-971-MCOA3L2,MCO-Airside 3,2016-03-31,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,971,S.MCO3230DR,MCO3230DR,AS3 GATE 32,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,27943,Default format type,AIR-DR,"",10.0,2022-03-23
BEV0308DA.C2,BEV0308DA.C2,50351089,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0308DA,BEV0308DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28224,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0308DA.C1,BEV0308DA.C1,50351088,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0308DA,BEV0308DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28225,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0304DA.C1,BEV0304DA.C1,50351080,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-06-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0304DA,BEV0304DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28468,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0304DA.C2,BEV0304DA.C2,50351081,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-06-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0304DA,BEV0304DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28469,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0301DA.C1,BEV0301DA.C1,50351074,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0301DA,BEV0301DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28838,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0301DA.C2,BEV0301DA.C2,50351075,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0301DA,BEV0301DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28839,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0302DA.C2,BEV0302DA.C2,50351077,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0302DA,BEV0302DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28992,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0303DA.C1,BEV0303DA.C1,50351078,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0303DA,BEV0303DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28993,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0302DA.C1,BEV0302DA.C1,50351076,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0302DA,BEV0302DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28994,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0303DA.C2,BEV0303DA.C2,50351079,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-11-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0303DA,BEV0303DA,SIXTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,28995,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0305DA.C1,BEV0305DA.C1,50351082,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-06-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0305DA,BEV0305DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29000,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0306DA.C2,BEV0306DA.C2,50351085,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0306DA,BEV0306DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29001,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0305DA.C2,BEV0305DA.C2,50351083,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2017-06-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0305DA,BEV0305DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29002,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0306DA.C1,BEV0306DA.C1,50351084,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,BEV0306DA_LINK,BEV0306,"","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0306DA,BEV0306DA,SEVENTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29003,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0006DA.C1,SHO0006DA.C1,50351103,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0006DA_LINK,SHO0006,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0006DA,SHO0006DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29029,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0004DA.C2,SHO0004DA.C2,50351102,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0004DA_LINK,SHO0004,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0004DA,SHO0004DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,0,1,Malls,Undefined,29030,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0006DA.C2,SHO0006DA.C2,50351104,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0006DA_LINK,SHO0006,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0006DA,SHO0006DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,0,1,Malls,Undefined,29033,Default format type,MALLS-D,"",10.0,2022-03-23
SHO0004DA.C1,SHO0004DA.C1,50351101,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,SHO0004DA_LINK,SHO0004,"","",SHO-480-SHOLL,SHO-480-SHOLL,ShortHills Level1,2018-05-14,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,480,S.SHO0004DA,SHO0004DA,LOWER LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29034,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0309DA.C1,BEV0309DA.C1,50351091,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0309DA,BEV0309DA,EIGHTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29070,Default format type,MALLS-D,"",10.0,2022-03-23
BEV0309DA.C2,BEV0309DA.C2,50351092,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",BEV-415-BEVL678,BEV-415-BEVL678,Beverly Center Level6,2018-08-10,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,415,S.BEV0309DA,BEV0309DA,EIGHTH LEVEL,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29071,Default format type,MALLS-D,"",10.0,2022-03-23
OBK0003MD.C1,OBK0003MD.C1,50351093,0.0,0.0,formattype0,Digital HD (1920 x 1080),"Malls, Digital",1,Digital,default,Malls,Malls,"","","","",OBK-490-OBKLL,OBK-490-OBKLL,Oakbrook MainLevel,2018-06-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,490,S.OBK0003MD,OBK0003MD,IFO BLOOMINGDALES,"","",MALLS-L3,MALL,DEFAULT,MALLS-L4,1,1,Malls,Undefined,29084,Default format type,MALLS-D,"",10.0,2022-03-23
